	Channel 1	Channel 1	Channel 1	Channel 1	Channel 1	Channel 1	Channel 1	Channel 1	Channel 1	Channel 1	Channel 1	Channel 1	Channel 1	Channel 1	Channel 1	Channel 1
Revision:           	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Type:               	interpolation	interpolation	interpolation	interpolation	interpolation	interpolation	interpolation	interpolation	interpolation	interpolation	interpolation	interpolation	interpolation	interpolation	interpolation	interpolation
Start:              	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Points:             	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800
Count:              	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
XDispRange:         	5.00000E-07	5.00000E-07	5.00000E-07	5.00000E-07	5.00000E-07	5.00000E-07	5.00000E-07	5.00000E-07	5.00000E-07	5.00000E-07	5.00000E-07	5.00000E-07	5.00000E-07	5.00000E-07	5.00000E-07	5.00000E-07
XDispOrg:           	-2.50000000000E-07	-2.50000000000E-07	-2.50000000000E-07	-2.50000000000E-07	-2.50000000000E-07	-2.50000000000E-07	-2.50000000000E-07	-2.50000000000E-07	-2.50000000000E-07	-2.50000000000E-07	-2.50000000000E-07	-2.50000000000E-07	-2.50000000000E-07	-2.50000000000E-07	-2.50000000000E-07	-2.50000000000E-07
XInc:               	2.500000000E-09	2.500000000E-09	2.500000000E-09	2.500000000E-09	2.500000000E-09	2.500000000E-09	2.500000000E-09	2.500000000E-09	2.500000000E-09	2.500000000E-09	2.500000000E-09	2.500000000E-09	2.500000000E-09	2.500000000E-09	2.500000000E-09	2.500000000E-09
XOrg:               	-6.59862170500E-07	-6.59167019293E-07	-6.58934411478E-07	-6.59944241150E-07	-6.58475613222E-07	-6.58401763609E-07	-6.58180413615E-07	-6.59930874723E-07	-6.59842770323E-07	-6.57629827811E-07	-6.57702017052E-07	-6.58134860189E-07	-6.59155755274E-07	-6.59043728303E-07	-6.58263198577E-07	-6.59529696679E-07
Units:              	Second	Second	Second	Second	Second	Second	Second	Second	Second	Second	Second	Second	Second	Second	Second	Second
XReference:         	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
YDispRange:         	1.60000E+00	1.60000E+00	1.60000E+00	1.60000E+00	1.60000E+00	1.60000E+00	1.60000E+00	1.60000E+00	1.60000E+00	1.60000E+00	1.60000E+00	1.60000E+00	1.60000E+00	1.60000E+00	1.60000E+00	1.60000E+00
YDispOrg:           	-4.04000014066696E-01	-4.04000014066696E-01	-4.04000014066696E-01	-4.04000014066696E-01	-4.04000014066696E-01	-4.04000014066696E-01	-4.04000014066696E-01	-4.04000014066696E-01	-4.04000014066696E-01	-4.04000014066696E-01	-4.04000014066696E-01	-4.04000014066696E-01	-4.04000014066696E-01	-4.04000014066696E-01	-4.04000014066696E-01	-4.04000014066696E-01
YInc:               	2.4437927663734E-05	2.4437927663734E-05	2.4437927663734E-05	2.4437927663734E-05	2.4437927663734E-05	2.4437927663734E-05	2.4437927663734E-05	2.4437927663734E-05	2.4437927663734E-05	2.4437927663734E-05	2.4437927663734E-05	2.4437927663734E-05	2.4437927663734E-05	2.4437927663734E-05	2.4437927663734E-05	2.4437927663734E-05
YOrg:               	-4.03217986314761E-01	-4.03217986314761E-01	-4.03217986314761E-01	-4.03217986314761E-01	-4.03217986314761E-01	-4.03217986314761E-01	-4.03217986314761E-01	-4.03217986314761E-01	-4.03217986314761E-01	-4.03217986314761E-01	-4.03217986314761E-01	-4.03217986314761E-01	-4.03217986314761E-01	-4.03217986314761E-01	-4.03217986314761E-01	-4.03217986314761E-01
Units:              	Volt	Volt	Volt	Volt	Volt	Volt	Volt	Volt	Volt	Volt	Volt	Volt	Volt	Volt	Volt	Volt
YReference:         	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Frame:              	MXR608A:MY60320128	MXR608A:MY60320128	MXR608A:MY60320128	MXR608A:MY60320128	MXR608A:MY60320128	MXR608A:MY60320128	MXR608A:MY60320128	MXR608A:MY60320128	MXR608A:MY60320128	MXR608A:MY60320128	MXR608A:MY60320128	MXR608A:MY60320128	MXR608A:MY60320128	MXR608A:MY60320128	MXR608A:MY60320128	MXR608A:MY60320128
Date:               	6 MAR 2023	6 MAR 2023	6 MAR 2023	6 MAR 2023	6 MAR 2023	6 MAR 2023	6 MAR 2023	6 MAR 2023	6 MAR 2023	6 MAR 2023	6 MAR 2023	6 MAR 2023	6 MAR 2023	6 MAR 2023	6 MAR 2023	6 MAR 2023
Time Tags: 0.0E+00	2.57786834E-04	3.66426431E-04	1.147237561E-03	1.402708741E-03	2.316411003E-03	4.377145791E-03	5.640695038E-03	6.978262522E-03	7.075585216E-03	7.994562856E-03	8.272560992E-03	9.336071884E-03	1.0694619217E-02	1.3031695784E-02	1.4276182172E-02
Max Bandwidth:      	184332000	184332000	184332000	184332000	184332000	184332000	184332000	184332000	184332000	184332000	184332000	184332000	184332000	184332000	184332000	184332000
Min Bandwidth:      	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Channel 1	Channel 1	Channel 1	Channel 1	Channel 1	Channel 1	Channel 1	Channel 1	Channel 1	Channel 1	Channel 1	Channel 1	Channel 1	Channel 1	Channel 1	Channel 1
3.69795E-03	3.94233E-03	3.74682E-03	2.45161E-03	4.38221E-03	2.96481E-03	6.09286E-03	4.01564E-03	5.28641E-03	4.91984E-03	2.37830E-03	3.64907E-03	2.89150E-03	2.79374E-03	2.84262E-03	3.89345E-03
3.82014E-03	3.69795E-03	3.50244E-03	2.74487E-03	5.01760E-03	4.13783E-03	6.55718E-03	4.33333E-03	5.50635E-03	4.79765E-03	1.74291E-03	4.23558E-03	2.25611E-03	3.35582E-03	3.03812E-03	3.91789E-03
4.13783E-03	2.94037E-03	3.06256E-03	2.69599E-03	5.38416E-03	5.26197E-03	6.65494E-03	4.50440E-03	5.97067E-03	4.45552E-03	1.62072E-03	5.18866E-03	1.76735E-03	4.11339E-03	3.28250E-03	3.33138E-03
4.47996E-03	1.66960E-03	2.25611E-03	2.06061E-03	5.16422E-03	5.84849E-03	6.14174E-03	4.33333E-03	6.53275E-03	3.77126E-03	1.81623E-03	6.21505E-03	1.25415E-03	4.60215E-03	3.47801E-03	2.15836E-03
4.91984E-03	2.7664E-04	1.27859E-03	1.10753E-03	4.50440E-03	5.87292E-03	5.23754E-03	4.11339E-03	7.31476E-03	2.91593E-03	2.35386E-03	7.24145E-03	8.6315E-04	4.67546E-03	3.77126E-03	8.8759E-04
5.28641E-03	-8.7195E-04	3.2551E-04	3.226E-05	3.47801E-03	5.23754E-03	4.11339E-03	3.96676E-03	8.04790E-03	1.79179E-03	2.91593E-03	8.02346E-03	4.9658E-04	4.18671E-03	4.04008E-03	-1.3881E-04
5.45748E-03	-1.43402E-03	-3.8319E-04	-8.7195E-04	2.32942E-03	4.26002E-03	3.03812E-03	4.13783E-03	8.58553E-03	5.2102E-04	3.30694E-03	8.34115E-03	1.5445E-04	3.18475E-03	4.30890E-03	-5.5425E-04
5.11535E-03	-1.36070E-03	-7.0088E-04	-1.45846E-03	1.22972E-03	3.13587E-03	2.13392E-03	4.57771E-03	8.51222E-03	-9.6970E-04	3.30694E-03	7.87683E-03	-3.3431E-04	1.71848E-03	4.35777E-03	-3.5875E-04
4.38221E-03	-5.2981E-04	-4.3206E-04	-1.45846E-03	5.2102E-04	2.42717E-03	1.69404E-03	5.40860E-03	7.87683E-03	-2.21603E-03	3.01369E-03	6.72825E-03	-7.9863E-04	2.7664E-04	4.28446E-03	4.9658E-04
3.23363E-03	8.1427E-04	3.9883E-04	-8.4751E-04	3.2551E-04	2.32942E-03	1.71848E-03	6.41056E-03	6.70381E-03	-2.99804E-03	2.52493E-03	4.91984E-03	-1.23851E-03	-8.9638E-04	4.06452E-03	1.71848E-03
1.91398E-03	2.35386E-03	1.59629E-03	2.7664E-04	6.4321E-04	2.96481E-03	2.20723E-03	7.46139E-03	5.26197E-03	-2.92473E-03	2.08504E-03	2.81818E-03	-1.38514E-03	-1.48289E-03	3.77126E-03	2.98925E-03
5.4545E-04	3.55132E-03	2.74487E-03	1.52297E-03	1.22972E-03	4.01564E-03	2.89150E-03	8.17009E-03	3.82014E-03	-1.97165E-03	1.71848E-03	6.9208E-04	-1.28739E-03	-1.58065E-03	3.30694E-03	3.84457E-03
-4.0762E-04	4.23558E-03	3.67351E-03	2.74487E-03	2.06061E-03	5.23754E-03	3.69795E-03	8.58553E-03	2.89150E-03	-4.106E-05	1.74291E-03	-9.2082E-04	-6.2757E-04	-1.09189E-03	2.86706E-03	4.13783E-03
-7.7419E-04	4.21114E-03	4.01564E-03	3.62463E-03	2.89150E-03	6.23949E-03	4.45552E-03	8.63441E-03	2.64712E-03	2.45161E-03	2.06061E-03	-1.75171E-03	5.6989E-04	-3.3431E-04	2.45161E-03	3.82014E-03
